total_marketable_securities,total_liquid_assets,tokenized_share,tokenized_collateral_pool,additional_usable_collateral,capital_liberated,legacy_cost_of_debt,raw_tokenized_cost_of_debt,final_tokenized_cost_of_debt,floor_adjustment,book_legacy_wacc,book_tokenized_wacc,book_wacc_change,market_legacy_wacc,market_tokenized_wacc,market_wacc_change,legacy_roe,adjusted_roe,roe_change
96.486,132.42,0.25,24.1215,0.4824299999999937,1.4472900000000024,0.0419,0.0369,0.0369,0.0,0.058689386769534196,0.05627432475897674,-0.0024150620105574533,0.08871480085063695,0.08862309071923274,-9.171013140420181e-05,1.5191298333175105,1.5199149851491192,0.0007851518316086548
