tokenized_share,tokenized_collateral_pool,additional_usable_collateral,capital_liberated,legacy_cost_of_debt,final_tokenized_cost_of_debt,book_wacc_change,market_wacc_change,legacy_roe,adjusted_roe,roe_change
0.25,24.1215,0.4824299999999937,1.4472900000000024,0.0419,0.0369,-0.0024150620105574533,-9.171013140420181e-05,1.5191298333175105,1.5199149851491192,0.0007851518316086548
