reinvestment_return,additional_income,adjusted_roe,roe_change
0.0,0.0,1.5191298333175105,0.0
0.02,0.028945800000002464,1.5195224092333148,0.0003925759158043274
0.04,0.05789160000000493,1.5199149851491192,0.0007851518316086548
0.06,0.08683739999999318,1.5203075610649233,0.00117772774741276
0.08,0.11578319999999565,1.5207001369807276,0.0015703036632170875
